Authors,Source,Title,Year,Martensite Start Temperature - MS - (°C),Austenite Start Temperature - AS - (°C),Ni (at.%),composition,Ti (at.%),Zr (at.%)
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,7.0,11.0,50.3,Ni50.3Ti48.7Zr1.0 %,48.7,1.0
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,-9.0,4.0,50.3,Ni50.3Ti48.7Zr1.0 %,48.7,1.0
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,43.0,46.0,50.3,Ni50.3Ti48.7Zr1.0 %,48.7,1.0
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,-1.0,8.0,50.3,Ni50.3Ti48.7Zr1.0 %,48.7,1.0
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,-43.0,9.0,50.3,Ni50.3Ti48.7Zr1.0 %,48.7,1.0
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,35.0,0.0,50.3,Ni50.3Ti48.7Zr1.0 %,48.7,1.0
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,-42.0,-27.0,50.3,Ni50.3Ti48.7Zr1.0 %,48.7,1.0
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,-42.0,-29.0,50.3,Ni50.3Ti48.7Zr1.0 %,48.7,1.0
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,-42.0,-29.0,50.3,Ni50.3Ti48.7Zr1.0 %,48.7,1.0
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,55.0,20.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,79.0,121.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,82.0,126.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,54.0,104.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,53.0,97.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,78.0,119.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,87.0,121.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,57.0,106.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,57.0,100.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,100.0,125.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,63.0,102.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,70.0,105.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,116.0,130.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,-10.0,0.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,75.0,58.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,32.0,62.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,34.0,61.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,37.0,59.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,11.0,44.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,16.0,46.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,52.0,62.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,13.0,43.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,20.0,41.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,66.0,66.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,31.0,43.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,40.0,51.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
S. M. Kornegay,,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,84.0,74.0,50.3,Ni50.3Ti32.2Zr17.5 %,32.2,17.5
A. M. Pérez-Sierra; J. Pons; R. Santamarta; I. Karaman and R. D. Noebe,Scripta Materialia,Stability of a Ni-rich Ni-Ti-Zr high temperature shape memory alloy upon low temperature aging and thermal cycling,2016.0,29.0,53.0,50.3,Ni50.3Ti29.7Zr20.0 %,29.7,20.0
A. M. Pérez-Sierra; J. Pons; R. Santamarta; I. Karaman and R. D. Noebe,Scripta Materialia,Stability of a Ni-rich Ni-Ti-Zr high temperature shape memory alloy upon low temperature aging and thermal cycling,2016.0,119.0,151.0,50.3,Ni50.3Ti29.7Zr20.0 %,29.7,20.0
A. M. Pérez-Sierra; J. Pons; R. Santamarta; I. Karaman and R. D. Noebe,Scripta Materialia,Stability of a Ni-rich Ni-Ti-Zr high temperature shape memory alloy upon low temperature aging and thermal cycling,2016.0,113.0,165.0,50.3,Ni50.3Ti29.7Zr20.0 %,29.7,20.0
P. Olier; J. C. Brachet; J. L. Bechade; C. Foucher and G. Guenin,Journal de Physique IV,Investigation of Transformation Temperatures Microstructure and Shape Memory Properties of NiTi; NiTiZr and NiTiHf Alloys,1995.0,117.0,157.0,48.5,Ni48.5Ti39.5Zr12.0 %,39.5,12.0
P. Olier; J. C. Brachet; J. L. Bechade; C. Foucher and G. Guenin,Journal de Physique IV,Investigation of Transformation Temperatures Microstructure and Shape Memory Properties of NiTi; NiTiZr and NiTiHf Alloys,1995.0,163.0,197.0,48.5,Ni48.5Ti36.5Zr15.0 %,36.5,15.0
Z. Pu; H. Tseng and K. Wu,International Society for Optical Engineering,Martensite transformation and shape memory effect of NiTi-Zr high-temperature shape memory alloys,1995.0,69.0,96.0,50.0,Ni50.0Ti45.0Zr5.0 %,45.0,5.0
Z. Pu; H. Tseng and K. Wu,International Society for Optical Engineering,Martensite transformation and shape memory effect of NiTi-Zr high-temperature shape memory alloys,1995.0,31.0,72.0,50.0,Ni50.0Ti40.0Zr10.0 %,40.0,10.0
Z. Pu; H. Tseng and K. Wu,International Society for Optical Engineering,Martensite transformation and shape memory effect of NiTi-Zr high-temperature shape memory alloys,1995.0,190.0,180.0,50.0,Ni50.0Ti35.0Zr15.0 %,35.0,15.0
Z. Pu; H. Tseng and K. Wu,International Society for Optical Engineering,Martensite transformation and shape memory effect of NiTi-Zr high-temperature shape memory alloys,1995.0,265.0,303.0,50.0,Ni50.0Ti30.0Zr20.0 %,30.0,20.0
L. Meisner and V. Sivokha,Journal de Physique IV,Deformation of Crystal Lattice in the Process of Martensitic Transformation in Alloys of Ni50Ti50-xZrx,1995.0,79.0,78.0,50.0,Ni50.0Ti49.0Zr1.0 %,49.0,1.0
L. Meisner and V. Sivokha,Journal de Physique IV,Deformation of Crystal Lattice in the Process of Martensitic Transformation in Alloys of Ni50Ti50-xZrx,1995.0,90.0,90.0,50.0,Ni50.0Ti45.0Zr5.0 %,45.0,5.0
L. Meisner and V. Sivokha,Journal de Physique IV,Deformation of Crystal Lattice in the Process of Martensitic Transformation in Alloys of Ni50Ti50-xZrx,1995.0,112.0,129.0,50.0,Ni50.0Ti40.0Zr10.0 %,40.0,10.0
L. Meisner and V. Sivokha,Journal de Physique IV,Deformation of Crystal Lattice in the Process of Martensitic Transformation in Alloys of Ni50Ti50-xZrx,1995.0,162.0,194.0,50.0,Ni50.0Ti35.0Zr15.0 %,35.0,15.0
