Authors,Source,Title,Year,Martensite Start Temperature - MS - (°C),Austenite Start Temperature - AS - (°C),Ni (at.%),composition,Ti (at.%),Hf (at.%)
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,124.0,135.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,148.0,154.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,154.0,171.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,141.0,162.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,150.0,173.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,160.0,186.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,144.0,174.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,107.0,119.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,55.0,77.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,72.0,91.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,115.0,132.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,143.0,163.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,157.0,184.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,159.0,196.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,149.0,186.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,126.0,141.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,155.0,145.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,146.0,146.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,177.0,147.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,226.0,152.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,206.0,145.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,84.0,86.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,93.0,87.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,104.0,94.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,120.0,106.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,143.0,116.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,144.0,154.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,159.0,157.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,170.0,162.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,185.0,171.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,204.0,179.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,108.0,119.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,110.0,118.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,116.0,126.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,126.0,134.0,50.7,Ni50.7Ti29.3Hf20.0 %,29.3,20.0
X. L. Meng; W. Cai; F. Chen and L. C. Zhao,Scripta Materialia,Effect of aging on martensitic transformation and microstructure in Ni-rich TiNiHf shape memory alloy,2006.0,48.0,75.0,50.8,Ni50.8Ti29.2Hf20.0 %,29.2,20.0
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Materials Science and Engineering: A,High-temperature shape memory alloys,2004.0,35.0,60.0,51.0,Ni51.0Ti34.3Hf14.7 %,34.3,14.7
Y. Wu; L. Patriarca; G. Li; H. Sehitoglu; Y. Soejima; T. Ito and M. Nishida,Shape Memory and Superelasticity,Shape memory response of polycrystalline NiTi12. 5Hf alloy: transformation at small scales,2015.0,-3.0,1.0,51.0,Ni51.0Ti36.5Hf12.5 %,36.5,12.5
Y. Wu; L. Patriarca; G. Li; H. Sehitoglu; Y. Soejima; T. Ito and M. Nishida,Shape Memory and Superelasticity,Shape memory response of polycrystalline NiTi12. 5Hf alloy: transformation at small scales,2015.0,-18.0,4.0,51.0,Ni51.0Ti36.5Hf12.5 %,36.5,12.5
Y. Wu; L. Patriarca; G. Li; H. Sehitoglu; Y. Soejima; T. Ito and M. Nishida,Shape Memory and Superelasticity,Shape memory response of polycrystalline NiTi12. 5Hf alloy: transformation at small scales,2015.0,38.0,64.0,51.0,Ni51.0Ti36.5Hf12.5 %,36.5,12.5
Y. Wu; L. Patriarca; G. Li; H. Sehitoglu; Y. Soejima; T. Ito and M. Nishida,Shape Memory and Superelasticity,Shape memory response of polycrystalline NiTi12. 5Hf alloy: transformation at small scales,2015.0,11.0,35.0,51.0,Ni51.0Ti36.5Hf12.5 %,36.5,12.5
Y. Wu; L. Patriarca; G. Li; H. Sehitoglu; Y. Soejima; T. Ito and M. Nishida,Shape Memory and Superelasticity,Shape memory response of polycrystalline NiTi12. 5Hf alloy: transformation at small scales,2015.0,-45.0,-17.0,51.0,Ni51.0Ti36.5Hf12.5 %,36.5,12.5
Y. Wu; L. Patriarca; G. Li; H. Sehitoglu; Y. Soejima; T. Ito and M. Nishida,Shape Memory and Superelasticity,Shape memory response of polycrystalline NiTi12. 5Hf alloy: transformation at small scales,2015.0,-19.0,9.0,51.0,Ni51.0Ti36.5Hf12.5 %,36.5,12.5
Y. Wu; L. Patriarca; G. Li; H. Sehitoglu; Y. Soejima; T. Ito and M. Nishida,Shape Memory and Superelasticity,Shape memory response of polycrystalline NiTi12. 5Hf alloy: transformation at small scales,2015.0,52.0,63.0,51.0,Ni51.0Ti36.5Hf12.5 %,36.5,12.5
Y. Wu; L. Patriarca; G. Li; H. Sehitoglu; Y. Soejima; T. Ito and M. Nishida,Shape Memory and Superelasticity,Shape memory response of polycrystalline NiTi12. 5Hf alloy: transformation at small scales,2015.0,51.0,65.0,51.0,Ni51.0Ti36.5Hf12.5 %,36.5,12.5
Y. Wu; L. Patriarca; G. Li; H. Sehitoglu; Y. Soejima; T. Ito and M. Nishida,Shape Memory and Superelasticity,Shape memory response of polycrystalline NiTi12. 5Hf alloy: transformation at small scales,2015.0,51.0,69.0,51.0,Ni51.0Ti36.5Hf12.5 %,36.5,12.5
Y. Wu; L. Patriarca; G. Li; H. Sehitoglu; Y. Soejima; T. Ito and M. Nishida,Shape Memory and Superelasticity,Shape memory response of polycrystalline NiTi12. 5Hf alloy: transformation at small scales,2015.0,83.0,89.0,51.0,Ni51.0Ti36.5Hf12.5 %,36.5,12.5
E. Panchenko; N. Surikov; Y. Chumlyakov; A. Eftifeeva; A. Neiman and H. Sehitoglu,Materials Today,Stress-ageing effects on the functional properties of high-strength [001]-oriented Ni51.0Ti37.3Hf12.5 single crystals,2017.0,-80.0,-32.0,51.0,Ni51.0Ti36.5Hf12.5 %,36.5,12.5
E. Panchenko; N. Surikov; Y. Chumlyakov; A. Eftifeeva; A. Neiman and H. Sehitoglu,Materials Today,Stress-ageing effects on the functional properties of high-strength [001]-oriented Ni51.0Ti37.3Hf12.5 single crystals,2017.0,-43.0,-26.0,51.0,Ni51.0Ti36.5Hf12.5 %,36.5,12.5
N. Y. Surikov; A. S. Eftifeeva; E. Y. Panchenko and I. C. Yu,IOP Conference Series: Materials Science and Engineering,Stress-induced martensitic transformation in high-strength [236]-oriented Ni 51 Ti 36.5 Hf 12.5 single crystals,2015.0,-55.0,-18.0,51.0,Ni51.0Ti36.5Hf12.5 %,36.5,12.5
N. Y. Surikov; A. S. Eftifeeva; E. Y. Panchenko and I. C. Yu,IOP Conference Series: Materials Science and Engineering,Stress-induced martensitic transformation in high-strength [236]-oriented Ni 51 Ti 36.5 Hf 12.5 single crystals,2015.0,-87.0,-19.0,51.0,Ni51.0Ti36.5Hf12.5 %,36.5,12.5
Z. Pu; K. Wu and Y. Liu,International Symposium on Shape Memory Materials,Structure and Properties of NiTi-Hf Rapidly Solidified High Temperature Shape Memory Alloys,1994.0,255.0,268.0,51.0,Ni51.0Ti32.5Hf16.5 %,32.5,16.5
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,288.0,210.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,155.0,117.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,215.0,172.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,230.0,186.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,181.0,178.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,156.0,160.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,128.0,119.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,185.0,170.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,162.0,153.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,138.0,135.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,172.0,179.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,209.0,199.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,245.0,209.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,264.0,206.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,259.0,165.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,234.0,126.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,131.0,157.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,21.0,64.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,82.0,115.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,97.0,138.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,119.0,141.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,63.0,114.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,138.0,146.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,144.0,151.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,153.0,156.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,159.0,167.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,177.0,178.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,195.0,190.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,-32.0,-28.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,-7.0,-16.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,47.0,27.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,80.0,41.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,60.0,65.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,78.0,77.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,98.0,88.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,111.0,101.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,129.0,115.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,159.0,141.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,125.0,127.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,131.0,135.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,143.0,143.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,162.0,157.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,175.0,171.0,51.2,Ni51.2Ti28.8Hf20.0 %,28.8,20.0
H. Sehitoglu; Y. Wu; L. Patriarca; G. Li; A. Ojha; S. Zhang; Y. Chumlyakov and M. Nishida,Shape Memory and Superelasticity,Superelasticity and Shape Memory Behavior of NiTiHf Alloys,2017.0,297.0,297.0,51.2,Ni51.2Ti23.4Hf25.4 %,23.4,25.4
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,107.0,84.0,52.0,Ni52.0Ti28.0Hf20.0 %,28.0,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,38.0,78.0,52.0,Ni52.0Ti28.0Hf20.0 %,28.0,20.0
