Authors,Source,Title,Year,Martensite Start Temperature - MS - (°C),Austenite Start Temperature - AS - (°C),Ni (at.%),composition,Ti (at.%),Hf (at.%)
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,226.0,245.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,205.0,222.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,233.0,258.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,191.0,218.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,196.0,221.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,210.0,228.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,222.0,246.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,234.0,258.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; A. Demblon; R. W. Wheeler; D. C. Lagoudas and I. Karaman,AIAA Scitech 2019 Forum,Effects of testing parameters on the fatigue performance NiTiHf high temperature shape memory alloys,2019.0,160.0,173.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; A. Demblon; R. W. Wheeler; D. C. Lagoudas and I. Karaman,AIAA Scitech 2019 Forum,Effects of testing parameters on the fatigue performance NiTiHf high temperature shape memory alloys,2019.0,150.0,153.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; A. Demblon; R. W. Wheeler; D. C. Lagoudas and I. Karaman,AIAA Scitech 2019 Forum,Effects of testing parameters on the fatigue performance NiTiHf high temperature shape memory alloys,2019.0,204.0,199.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; A. Demblon; R. W. Wheeler; D. C. Lagoudas and I. Karaman,AIAA Scitech 2019 Forum,Effects of testing parameters on the fatigue performance NiTiHf high temperature shape memory alloys,2019.0,225.0,186.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; A. Demblon; R. W. Wheeler; D. C. Lagoudas and I. Karaman,AIAA Scitech 2019 Forum,Effects of testing parameters on the fatigue performance NiTiHf high temperature shape memory alloys,2019.0,204.0,166.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; A. Demblon; R. W. Wheeler; D. C. Lagoudas and I. Karaman,AIAA Scitech 2019 Forum,Effects of testing parameters on the fatigue performance NiTiHf high temperature shape memory alloys,2019.0,250.0,181.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017.0,169.0,175.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017.0,191.0,183.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017.0,149.0,153.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017.0,190.0,176.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017.0,221.0,177.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017.0,209.0,150.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017.0,156.0,150.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017.0,187.0,145.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017.0,168.0,154.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
F. R. Phillips; R. W. Wheeler; A. B. Geltmacher and D. C. Lagoudas,International Journal of Fatigue,Evolution of internal damage during actuation fatigue in shape memory alloys,2019.0,178.0,176.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
F. R. Phillips; R. W. Wheeler; A. B. Geltmacher and D. C. Lagoudas,International Journal of Fatigue,Evolution of internal damage during actuation fatigue in shape memory alloys,2019.0,178.0,174.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
F. R. Phillips; R. W. Wheeler; A. B. Geltmacher and D. C. Lagoudas,International Journal of Fatigue,Evolution of internal damage during actuation fatigue in shape memory alloys,2019.0,173.0,166.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
F. R. Phillips; R. W. Wheeler; A. B. Geltmacher and D. C. Lagoudas,International Journal of Fatigue,Evolution of internal damage during actuation fatigue in shape memory alloys,2019.0,175.0,162.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
F. R. Phillips; R. W. Wheeler; A. B. Geltmacher and D. C. Lagoudas,International Journal of Fatigue,Evolution of internal damage during actuation fatigue in shape memory alloys,2019.0,178.0,162.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
F. R. Phillips; R. W. Wheeler; A. B. Geltmacher and D. C. Lagoudas,International Journal of Fatigue,Evolution of internal damage during actuation fatigue in shape memory alloys,2019.0,205.0,171.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
F. R. Phillips; R. W. Wheeler; A. B. Geltmacher and D. C. Lagoudas,International Journal of Fatigue,Evolution of internal damage during actuation fatigue in shape memory alloys,2019.0,242.0,182.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
B. Haghgouyan; B. Young; I. Karaman and D. Lagoudas,Behavior and Mechanics of Multifunctional Materials XIII,Fracture toughness of martensitic NiTiHf high-temperature shape memory alloy,2019.0,135.0,149.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
S.-W. Kim; J. W. Jo; C. H. Park; J.-K. Hong; J.-T. Yeom and H.-G. Kim,Materials Science and Engineering: A,Fracture toughness of TiNiHf alloys: A hybrid study using in-situ transmission electron microscopy experiments and finite element analyses,2016.0,100.0,111.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,340.0,251.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,298.0,264.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,308.0,254.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,301.0,261.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,310.0,254.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,306.0,255.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,308.0,272.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,308.0,267.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,313.0,269.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,309.0,285.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,317.0,293.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,319.0,269.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,323.0,269.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,322.0,296.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,324.0,296.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,319.0,298.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017.0,325.0,293.0,50.3,Ni50.3Ti25.0Hf24.7 %,25.0,24.7
M. Prasher and D. Sen,Journal of Alloys and Compounds,Influence of aging on phase transformation and microstructure of Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2014.0,142.0,152.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
M. Prasher and D. Sen,Journal of Alloys and Compounds,Influence of aging on phase transformation and microstructure of Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2014.0,178.0,204.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
M. Prasher and D. Sen,Journal of Alloys and Compounds,Influence of aging on phase transformation and microstructure of Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2014.0,177.0,206.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,-52.0,-49.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,-24.0,30.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,-9.0,32.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,17.0,38.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,25.0,43.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,32.0,48.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,15.0,40.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,28.0,47.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,24.0,44.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,16.0,37.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,38.0,58.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,33.0,54.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,46.0,59.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,45.0,61.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,59.0,66.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,19.0,41.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,27.0,48.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,23.0,45.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,22.0,38.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,36.0,55.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,36.0,50.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,28.0,46.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,17.0,43.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,22.0,41.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,46.0,53.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,49.0,64.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
S. M. Kornegay,Metallurgical and Materials Engineering,Influence of zirconium additions on nitinol shape memory phase stability; transformation temperatures; and thermo-mechanical properties,2016.0,62.0,68.0,50.3,Ni50.3Ti48.7Hf1.0 %,48.7,1.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,11.0,74.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,-46.0,38.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,-55.0,34.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,-39.0,42.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,-39.0,35.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,-34.0,41.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,-27.0,36.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,19.0,67.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,-11.0,40.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,34.0,74.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,12.0,55.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,42.0,82.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,-21.0,46.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,24.0,65.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,52.0,82.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,44.0,77.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,40.0,67.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,67.0,95.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,28.0,61.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,101.0,127.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,106.0,128.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,103.0,123.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,108.0,138.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,119.0,151.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,56.0,97.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,46.0,84.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
