Authors,Source,Title,Year,Cooling Rate (°C/min),Heating Rate (°C/min),Ni (at.%),composition,Ti (at.%),Pd (at.%)
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,33.7,Ni33.7Ti50.3Pd16.0 %,50.3,16.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
B. Kockar,Doctoral Thesis,Shape memory behaviors of ultrafine grained nickel-titanium and titanium-nickel-palladium shape memory alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
M. I. Khan; H. Y. Kim; Y. Namigata; T.-h. Nam and S. Miyazaki,Acta Materialia,Combined effects of work hardening and precipitation strengthening on the cyclic stability of TiNiPdCu-based high-temperature shape memory alloys,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M. I. Khan; H. Y. Kim; Y. Namigata; T.-h. Nam and S. Miyazaki,Acta Materialia,Combined effects of work hardening and precipitation strengthening on the cyclic stability of TiNiPdCu-based high-temperature shape memory alloys,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M. I. Khan; H. Y. Kim; Y. Namigata; T.-h. Nam and S. Miyazaki,Acta Materialia,Combined effects of work hardening and precipitation strengthening on the cyclic stability of TiNiPdCu-based high-temperature shape memory alloys,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M. I. Khan; H. Y. Kim; Y. Namigata; T.-h. Nam and S. Miyazaki,Acta Materialia,Combined effects of work hardening and precipitation strengthening on the cyclic stability of TiNiPdCu-based high-temperature shape memory alloys,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
Y.C. Lo; S.K. Wu,Scripta Metallurgica et Materialia,Compositional Dependence of Martensitic Transformation Sequence in Ti50Ni50-xPdx Alloys with x<15at%,1992.0,10.0,10.0,49.0,Ni49.0Ti50.0Pd1.0 %,50.0,1.0
Y.C. Lo; S.K. Wu,Scripta Metallurgica et Materialia,Compositional Dependence of Martensitic Transformation Sequence in Ti50Ni50-xPdx Alloys with x<15at%,1992.0,10.0,10.0,47.0,Ni47.0Ti50.0Pd3.0 %,50.0,3.0
Y.C. Lo; S.K. Wu,Scripta Metallurgica et Materialia,Compositional Dependence of Martensitic Transformation Sequence in Ti50Ni50-xPdx Alloys with x<15at%,1992.0,10.0,10.0,45.0,Ni45.0Ti50.0Pd5.0 %,50.0,5.0
Y.C. Lo; S.K. Wu,Scripta Metallurgica et Materialia,Compositional Dependence of Martensitic Transformation Sequence in Ti50Ni50-xPdx Alloys with x<15at%,1992.0,10.0,10.0,43.0,Ni43.0Ti50.0Pd7.0 %,50.0,7.0
Y.C. Lo; S.K. Wu,Scripta Metallurgica et Materialia,Compositional Dependence of Martensitic Transformation Sequence in Ti50Ni50-xPdx Alloys with x<15at%,1992.0,10.0,10.0,41.0,Ni41.0Ti50.0Pd9.0 %,50.0,9.0
Y.C. Lo; S.K. Wu,Scripta Metallurgica et Materialia,Compositional Dependence of Martensitic Transformation Sequence in Ti50Ni50-xPdx Alloys with x<15at%,1992.0,10.0,10.0,39.0,Ni39.0Ti50.0Pd11.0 %,50.0,11.0
Y.C. Lo; S.K. Wu,Scripta Metallurgica et Materialia,Compositional Dependence of Martensitic Transformation Sequence in Ti50Ni50-xPdx Alloys with x<15at%,1992.0,10.0,10.0,37.0,Ni37.0Ti50.0Pd13.0 %,50.0,13.0
Y.C. Lo; S.K. Wu,Scripta Metallurgica et Materialia,Compositional Dependence of Martensitic Transformation Sequence in Ti50Ni50-xPdx Alloys with x<15at%,1992.0,10.0,10.0,35.0,Ni35.0Ti50.0Pd15.0 %,50.0,15.0
M. I. Khan; H. Y. Kim; Y. Namigata; T.-h. Nam and S. Miyazaki,Acta Materialia,Combined effects of work hardening and precipitation strengthening on the cyclic stability of TiNiPdCu-based high-temperature shape memory alloys,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M. I. Khan; H. Y. Kim; Y. Namigata; T.-h. Nam and S. Miyazaki,Acta Materialia,Combined effects of work hardening and precipitation strengthening on the cyclic stability of TiNiPdCu-based high-temperature shape memory alloys,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M. I. Khan; H. Y. Kim; Y. Namigata; T.-h. Nam and S. Miyazaki,Acta Materialia,Combined effects of work hardening and precipitation strengthening on the cyclic stability of TiNiPdCu-based high-temperature shape memory alloys,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M. I. Khan; H. Y. Kim; Y. Namigata; T.-h. Nam and S. Miyazaki,Acta Materialia,Combined effects of work hardening and precipitation strengthening on the cyclic stability of TiNiPdCu-based high-temperature shape memory alloys,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
