Authors,Source,Title,Year,Cooling Rate (°C/min),Heating Rate (°C/min),Ni (at.%),composition,Ti (at.%),Pd (at.%)
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhaumik,Materials and Design ,Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy with narrow thermal hysteresis and high thermal stability,2014.0,5.0,5.0,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhaumik,Materials and Design ,Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy with narrow thermal hysteresis and high thermal stability,2014.0,2.0,2.0,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhaumik,Materials and Design ,Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy with narrow thermal hysteresis and high thermal stability,2014.0,10.0,10.0,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhaumik,Materials and Design ,Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy with narrow thermal hysteresis and high thermal stability,2014.0,20.0,20.0,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhaumik,Materials and Design ,Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy with narrow thermal hysteresis and high thermal stability,2014.0,30.0,30.0,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna;  Gouthama; S.K. Bhaumik,Materials Characterization ,Microstructure and transformation behavior of NiTiPd high temperature shape-memory alloy with Sc micro-addition,2015.0,10.0,10.0,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Materials Science and Engineering A,Influence of tantalum additions on the microstructure and shape memory response of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2014.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,45.0,Ni45.0Ti50.0Pd5.0 %,50.0,5.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,43.0,Ni43.0Ti50.0Pd7.0 %,50.0,7.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,41.0,Ni41.0Ti50.0Pd9.0 %,50.0,9.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,39.0,Ni39.0Ti50.0Pd11.0 %,50.0,11.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,37.0,Ni37.0Ti50.0Pd13.0 %,50.0,13.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,35.0,Ni35.0Ti50.0Pd15.0 %,50.0,15.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,33.0,Ni33.0Ti50.0Pd17.0 %,50.0,17.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,29.0,Ni29.0Ti50.0Pd21.0 %,50.0,21.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,20.0,Ni20.0Ti50.0Pd30.0 %,50.0,30.0
S. Rehman; M. Khan; A.N. Khan; S.H.I. Jaffery; L. Ali; A. Mubashar,Advances in Materials Science and Engineering,Improvement in the Mechanical Properties of High Temperature Shape Memory Alloy (Ti50Ni25Pd25) by Copper Addition,2015.0,5.0,5.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
Y. Chemisky; G. Chatzigeorgiou; P.K. Kumar; D.C. Lagoudas  ,Mechanics of Materials,A constitutive model for cyclic actuation of high-temperature shape memory alloys,2014.0,10.0,10.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
Y. Chemisky; G. Chatzigeorgiou; P.K. Kumar; D.C. Lagoudas  ,Mechanics of Materials,A constitutive model for cyclic actuation of high-temperature shape memory alloys,2014.0,20.0,20.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
Y. Chemisky; G. Chatzigeorgiou; P.K. Kumar; D.C. Lagoudas  ,Mechanics of Materials,A constitutive model for cyclic actuation of high-temperature shape memory alloys,2014.0,20.0,20.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
Y. Chemisky; G. Chatzigeorgiou; P.K. Kumar; D.C. Lagoudas  ,Mechanics of Materials,A constitutive model for cyclic actuation of high-temperature shape memory alloys,2014.0,20.0,20.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
Y. Chemisky; G. Chatzigeorgiou; P.K. Kumar; D.C. Lagoudas  ,Mechanics of Materials,A constitutive model for cyclic actuation of high-temperature shape memory alloys,2014.0,20.0,20.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
Y. Chemisky; G. Chatzigeorgiou; P.K. Kumar; D.C. Lagoudas  ,Mechanics of Materials,A constitutive model for cyclic actuation of high-temperature shape memory alloys,2014.0,20.0,20.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
O. Rios,,Advanced high-temperature shape-memory alloy development and thermomechanical characterization of platinum and palladium modified NiTi based SMAs,2006.0,10.0,10.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
O. Rios,,Advanced high-temperature shape-memory alloy development and thermomechanical characterization of platinum and palladium modified NiTi based SMAs,2006.0,10.0,10.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
O. Rios,,Advanced high-temperature shape-memory alloy development and thermomechanical characterization of platinum and palladium modified NiTi based SMAs,2006.0,10.0,10.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
O. Rios,,Advanced high-temperature shape-memory alloy development and thermomechanical characterization of platinum and palladium modified NiTi based SMAs,2006.0,10.0,10.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
O. Rios,,Advanced high-temperature shape-memory alloy development and thermomechanical characterization of platinum and palladium modified NiTi based SMAs,2006.0,10.0,10.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
O. Rios,,Advanced high-temperature shape-memory alloy development and thermomechanical characterization of platinum and palladium modified NiTi based SMAs,2006.0,10.0,10.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
O. Rios,,Advanced high-temperature shape-memory alloy development and thermomechanical characterization of platinum and palladium modified NiTi based SMAs,2006.0,10.0,10.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
O. Rios,,Advanced high-temperature shape-memory alloy development and thermomechanical characterization of platinum and palladium modified NiTi based SMAs,2006.0,10.0,10.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
O. Rios,,Advanced high-temperature shape-memory alloy development and thermomechanical characterization of platinum and palladium modified NiTi based SMAs,2006.0,10.0,10.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
T.T. Sasaki; B.C. Hornbuckle; R.D. Noebe; G.S. Bigelow; M.L. Weaver; G.B. Thompson,Metallurgical and Materials Transactions A,Effect of Aging on Microstructure and Shape Memory Properties of a Ni-48Ti-25Pd (At. Pct) Alloy,2013.0,10.0,10.0,27.0,Ni27.0Ti48.0Pd25.0 %,48.0,25.0
T.T. Sasaki; B.C. Hornbuckle; R.D. Noebe; G.S. Bigelow; M.L. Weaver; G.B. Thompson,Metallurgical and Materials Transactions A,Effect of Aging on Microstructure and Shape Memory Properties of a Ni-48Ti-25Pd (At. Pct) Alloy,2013.0,10.0,10.0,27.0,Ni27.0Ti48.0Pd25.0 %,48.0,25.0
T.T. Sasaki; B.C. Hornbuckle; R.D. Noebe; G.S. Bigelow; M.L. Weaver; G.B. Thompson,Metallurgical and Materials Transactions A,Effect of Aging on Microstructure and Shape Memory Properties of a Ni-48Ti-25Pd (At. Pct) Alloy,2013.0,10.0,10.0,27.0,Ni27.0Ti48.0Pd25.0 %,48.0,25.0
T.T. Sasaki; B.C. Hornbuckle; R.D. Noebe; G.S. Bigelow; M.L. Weaver; G.B. Thompson,Metallurgical and Materials Transactions A,Effect of Aging on Microstructure and Shape Memory Properties of a Ni-48Ti-25Pd (At. Pct) Alloy,2013.0,10.0,10.0,27.0,Ni27.0Ti48.0Pd25.0 %,48.0,25.0
T.T. Sasaki; B.C. Hornbuckle; R.D. Noebe; G.S. Bigelow; M.L. Weaver; G.B. Thompson,Metallurgical and Materials Transactions A,Effect of Aging on Microstructure and Shape Memory Properties of a Ni-48Ti-25Pd (At. Pct) Alloy,2013.0,20.0,20.0,27.0,Ni27.0Ti48.0Pd25.0 %,48.0,25.0
T.T. Sasaki; B.C. Hornbuckle; R.D. Noebe; G.S. Bigelow; M.L. Weaver; G.B. Thompson,Metallurgical and Materials Transactions A,Effect of Aging on Microstructure and Shape Memory Properties of a Ni-48Ti-25Pd (At. Pct) Alloy,2013.0,20.0,20.0,27.0,Ni27.0Ti48.0Pd25.0 %,48.0,25.0
T.T. Sasaki; B.C. Hornbuckle; R.D. Noebe; G.S. Bigelow; M.L. Weaver; G.B. Thompson,Metallurgical and Materials Transactions A,Effect of Aging on Microstructure and Shape Memory Properties of a Ni-48Ti-25Pd (At. Pct) Alloy,2013.0,20.0,20.0,27.0,Ni27.0Ti48.0Pd25.0 %,48.0,25.0
T.T. Sasaki; B.C. Hornbuckle; R.D. Noebe; G.S. Bigelow; M.L. Weaver; G.B. Thompson,Metallurgical and Materials Transactions A,Effect of Aging on Microstructure and Shape Memory Properties of a Ni-48Ti-25Pd (At. Pct) Alloy,2013.0,20.0,20.0,27.0,Ni27.0Ti48.0Pd25.0 %,48.0,25.0
